"COREAD","ESCA","HEALTHY","LIHC","NSCLC","PACA","STAD","split_name","train_early_percentage","test_early_percentage","MFR_train_auc","MFR_test_auc","FSI_train_auc","FSI_test_auc","CAFF_train_auc","CAFF_test_auc","FEM_train_auc","FEM_test_auc","Cancer_prob_train_auc","Cancer_prob_test_auc"
6,4,3,6,4,6,6,"split_360",0.453271028037383,0.221590909090909,0.925,0.935,0.902,0.914,0.808,0.896,0.956,0.899,0.971,0.952
2,3,2,1,5,6,6,"split_361",0.306122448979592,0.420689655172414,0.938,0.879,0.921,0.891,0.819,0.858,0.974,0.799,0.984,0.888
5,3,2,1,5,6,6,"split_362",0.31198347107438,0.408783783783784,0.938,0.882,0.923,0.898,0.822,0.852,0.974,0.818,0.985,0.896
6,3,2,1,5,6,6,"split_363",0.298165137614679,0.412790697674419,0.939,0.888,0.914,0.902,0.818,0.853,0.973,0.835,0.983,0.906
2,4,2,1,5,6,6,"split_364",0.334773218142549,0.369085173501577,0.928,0.9,0.919,0.9,0.805,0.875,0.972,0.805,0.982,0.902
5,4,2,1,5,6,6,"split_365",0.341356673960613,0.359133126934985,0.927,0.907,0.914,0.908,0.808,0.87,0.974,0.824,0.983,0.905
6,4,2,1,5,6,6,"split_366",0.330073349633252,0.369272237196765,0.922,0.907,0.899,0.909,0.802,0.868,0.971,0.846,0.98,0.914
2,3,3,1,5,6,6,"split_367",0.306122448979592,0.420689655172414,0.947,0.884,0.923,0.887,0.838,0.866,0.969,0.873,0.982,0.92
5,3,3,1,5,6,6,"split_368",0.31198347107438,0.408783783783784,0.942,0.888,0.924,0.888,0.843,0.858,0.97,0.878,0.981,0.921
6,3,3,1,5,6,6,"split_369",0.298165137614679,0.412790697674419,0.939,0.889,0.912,0.891,0.835,0.864,0.968,0.885,0.978,0.929
2,4,3,1,5,6,6,"split_370",0.334773218142549,0.369085173501577,0.941,0.898,0.91,0.891,0.825,0.882,0.969,0.881,0.98,0.928
5,4,3,1,5,6,6,"split_371",0.341356673960613,0.359133126934985,0.934,0.902,0.909,0.888,0.83,0.874,0.969,0.893,0.979,0.93
6,4,3,1,5,6,6,"split_372",0.330073349633252,0.369272237196765,0.935,0.903,0.913,0.901,0.82,0.877,0.966,0.886,0.977,0.932
2,3,2,6,5,6,6,"split_373",0.392649903288201,0.262357414448669,0.935,0.923,0.917,0.913,0.809,0.882,0.962,0.902,0.978,0.953
5,3,2,6,5,6,6,"split_374",0.399217221135029,0.252788104089219,0.936,0.924,0.912,0.913,0.812,0.875,0.964,0.9,0.979,0.948
6,3,2,6,5,6,6,"split_375",0.39524838012959,0.280757097791798,0.937,0.923,0.926,0.917,0.807,0.872,0.962,0.899,0.981,0.951
2,4,2,6,5,6,6,"split_376",0.424489795918367,0.220689655172414,0.923,0.939,0.9,0.919,0.795,0.899,0.962,0.906,0.976,0.954
5,4,2,6,5,6,6,"split_377",0.431818181818182,0.212837837837838,0.928,0.944,0.905,0.924,0.798,0.892,0.963,0.907,0.978,0.957
6,4,2,6,5,6,6,"split_378",0.431192660550459,0.244186046511628,0.925,0.938,0.892,0.919,0.791,0.887,0.96,0.905,0.974,0.952
2,3,3,6,5,6,6,"split_379",0.392649903288201,0.262357414448669,0.939,0.92,0.914,0.906,0.829,0.889,0.964,0.882,0.979,0.933
5,3,3,6,5,6,6,"split_380",0.399217221135029,0.252788104089219,0.939,0.925,0.922,0.906,0.833,0.88,0.966,0.887,0.981,0.936
6,3,3,6,5,6,6,"split_381",0.39524838012959,0.280757097791798,0.942,0.927,0.92,0.911,0.825,0.882,0.965,0.883,0.98,0.939
2,4,3,6,5,6,6,"split_382",0.424489795918367,0.220689655172414,0.938,0.931,0.908,0.907,0.816,0.904,0.966,0.881,0.979,0.937
5,4,3,6,5,6,6,"split_383",0.431818181818182,0.212837837837838,0.933,0.935,0.911,0.906,0.821,0.895,0.967,0.884,0.978,0.936
6,4,3,6,5,6,6,"split_384",0.431192660550459,0.244186046511628,0.929,0.929,0.9,0.909,0.81,0.895,0.964,0.889,0.976,0.942
